english_title,japanese_title,producer,serial,date,category
Super Robot Taisen Gaiden - Masou Kishin - The Lord Of Elemental,スーパーロボット大戦外伝 魔装機神,バンプレスト / ウィンキーソフト / Banpresto / Winkysoft,SHVC-ALXJ-JPN,1996-03-22,Strategy / Turn Based
Ys 5 - Ushinawareta Sunano Miyako Kefin - Expert,イースVエキスパート,"光栄, 日本ファルコム / Koei, Falcom",SHVC-A5EJ-JPN,1996-03-22,Action / RPG
New Yatterman - Nan Dai Kan Dai Yajirobee,タイム･ボカンシリーズ NEWヤッターマン 難題かんだいヤジロベエ,ユタカ / トムクリエイト / Yutaka / Tom Create,SHVC-A4YJ-JPN,1996-03-22,Action
Gambling Hourouki,ギャンブル放浪記,バップ / VAP (NTV),SHVC-A7BJ-JPN,1996-03-22,Gambling
Hayashi Kaihou Kudan no Igo Oodou,林海峯九段の囲碁大道,アスク講談社 / Ask Kodansha,SHVC-AIDJ-JPN,1996-03-22,Table Game / Igo
Zenkoku Koukou Soccer Senshuken '96,'96全国高校サッカー選手権,魔法株式会社 / Magical Company,SHVC-AY2J-JPN,1996-03-22,Sports / Soccer
Shin Kidou Senki Gundam Wing - Endless Duel,新機動戦記ガンダムWエンドレス デュエル,バンダイ / Bandai,SHVC-AEDJ-JPN-(V-95331),1996-03-29,Fighting
Dragon Ball Z - Hyper Dimension,ドラゴンボールZ ハイパーディメンション,バンダイ / Bandai,SHVC-AZIJ-JPN,1996-03-29,Fighting / Hand To Hand
Soreyuke Ebisumaru Karakuri Meiro - Kieta Goemon no Nazo!!,それ行け エビス丸からくり迷路 消えたゴエモンの謎！！,コナミ / Konami,SHVC-AK7J-JPN,1996-03-29,Puzzle
Angelique Voice Fantasy,アンジェリーク ヴォイス・ファンタジー with ボイサーくん,光栄 / Koei,SHVC-AQLJ-JPN,1996-03-29,Strategy
Super Fire Pro Wrestling X Premium,スーパーファイヤープロレスリングX プレミアム,ヒューマン / Human,SHVC-AF6J-JPN,1996-03-29,Sports / Wrestling
Super Formation Soccer 96 World Club Edition,スーパーフォーメーションサッカー96 ワールドクラブエディション,ヒューマン / Human,SHVC-A96J-JPN,1996-03-29,Sports / Soccer
Bishoujo Senshi Sailor Moon Super S - Zenin Sanka!! Shuyaku Soudatsusen,美少女戦士セーラームーン 全員参加！！主役争奪戦,エンジェル / Angel,SHVC-AJQJ-JPN,1996-03-29,Fighting / Hand To Hand
Nintama Rantarou 2,忍たま乱太郎2,カルチャーブレーン / Culture Brain,SHVC-A2NJ-JPN,1996-03-29,Action / Platformer
GT Racing,ジーティーレーシング,イマジニア / Imagineer,SHVC-AIKJ-JPN,1996-03-29,Sports / Formula Racing (競馬)
Bishoujo Wrestler Retsuden: Blizzard Yuki Rannyuu!!,美少女レスラー列伝 ブリザードYuki乱入！！,"日本ソフトシステム, ケイエスエス / Nihon Soft System, KSS",SHVC-A3QJ-JPN,1996-03-29,Sports / Wrestling
Kyoraku Sanyo Maruhon Parlor! Parlor! 5,京楽 三洋 マルホン Parlor ! パーラー！ 5 パチンコ3社・実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AVVJ-JPN,1996-03-29,Gambling / Pachinko
Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,実戦パチスロ必勝法！山佐伝説,サミー / Sammy,SHVC-AY8J-JPN,1996-04-05,Gambling / Pachinko
Rudra no Hihou,ルドラの秘宝,スクウェア / Square,SHVC-AORJ-JPN,1996-04-05,RPG
Ongaku Tsukuru Kanadeeru,音楽ツクールかなでーる,アスキー / サクセス / ASCII / Success,SHVC-ZMCJ-JPN,1996-04-12,Etc / Music
Mahoujin Guru Guru 2,魔法陣グルグル2,エニックス / タムタム / Enix / Tamtam,SHVC-A99J-JPN,1996-04-12,RPG
Hourai Gakuen no Bouken! - Tenkousei Scramble,蓬莱学園の冒険！転校生スクランブル,J・ウイング / ダイナマイト / J-WING / Dynamite,SHVC-AJHJ-JPN,1996-04-19,RPG / Turn Based
Super Bomberman 4,スーパーボンバーマン4,ハドソン / プロデュース / Hudson / Produce!,SHVC-A4BJ-JPN,1996-04-26,Puzzle / Bomberman
Disney's Toy Story,トイ・ストーリー,"カプコン / ディズニーインタラクティブ / Capcom / Disney Interactive, Travellers Tales",SHVC-AQHJ-JPN / SNS-AQHE-USA,1996-04-26,Action
J. League Excite Stage '96,Jリーグエキサイトステージ'96,エポック社 / 小学館プロダクション / Epoch / Shogakukan Production,SHVC-AE3J-JPN,1996-04-26,Sports / Soccer
Super Kyoutei 2,スーパー競艇2,日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-A2YJ-JPN,1996-04-26,Sports / Boat Racing (競馬)
Jumpin' Derby,ジャンピンダービー,ナグザット / Naxat Soft,SHVC-AJUJ-JPN,1996-04-26,Sports / Horse Racing (競馬)
Parlor! Mini - Pachinko Jikki Simulation,パーラー！ミニ Parlor! Mini パチンコ実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AQAJ-JPN,1996-04-26,Gambling / Pachinko
Heiwa Pachinko World 3,平和 パチンコワールド3,ショウエイシステム / Shouei System,SHVC-A3WJ-JPN,1996-04-26,Gambling / Pachinko
Ippatsu Gyakuten!! Keiba Keirin Kyoutei,一発逆転！！ 競馬・競輪・競艇,プランニングオフィスワダ（パウ） / Planning Office WADA(POW) / Eleca,SHVC-AUMJ-JPN,1996-04-26,Sports / Various
Fire Emblem - Seisen no Keifu,ファイアーエムブレム 聖戦の系譜,任天堂 / インテリジェントシステムズ / Nintendo / Intelligent Systems,SHVC-A32J-JPN,1996-05-14,Strategy / RPG
Gokinjo Bouken Tai,ごきんじょ冒険隊,パイオニアLDC / ミント / Pioneer LDC / Mint / Studio Orphee,SHVC-A3LJ-JPN,1996-05-24,RPG
Treasure Hunter G,トレジャーハンターG,スクウェア / スティング / Square / String,SHVC-AEGJ-JPN,1996-05-24,RPG
Super Gussun Oyoyo 2,すーぱーぐっすんおよよ2,バンプレスト / バンプレ企画/アイレム / Banpresto / IREM,SHVC-A8BJ-JPN,1996-05-24,Puzzle
Fishing Koushien,フィッシング甲子園,キングレコード / デジタルウェア / King Records / A WAVE / Digital We Are,SHVC-AQJJ-JPN-(KIS-6),1996-05-31,Sports / Fishing (釣り)
Sound Novel Tsukuru,サウンドノベルツクール,アスキー / サクセス / ASCII / Success,SHVC-ZSNJ-JPN,1996-05-31,Sound Novel
Dark Half,ダークハーフ,"エニックス / ウエストン, ティーズミュージック / Enix / Westone, T's Music",SHVC-AHLJ-JPN,1996-05-31,RPG / Turn Based
Supapoon DX,すぱぽーんDX,ユタカ / ナウプロダクション / Yutaka / Nowpro,SHVC-A3YJ-JPN,1996-05-31,Puzzle
J League '96 Dream Stadium,Jリーグ'96 ドリームスタジアム,ハドソン / Hudson,SHVC-AJ6J-JPN,1996-06-01,Sports / Soccer
Arabian Nights - Sabaku no Seirei Ou,アラビアンナイト 〜砂漠の精霊王〜,タカラ / パンドラボックス / Takara / Pandora Box,SHVC-AAJJ-JPN,1996-06-14,RPG / Turn Based
Best Shot Pro Golf,ベストショットプロゴルフ,アスキー / ASCII,SHVC-AG6J,1996-06-14,Sports
Kuusou Kagaku Sekai Gulliver Boy,空想科学世界 ガリバーボーイ,バンダイ / Bandai,SHVC-AKUJ-JPN,1996-06-28,Action / RPG
Traverse - Starlight & Prairie,トラバース スターライト＆プライリア,バンプレスト / パンドラボックス / Banpresto / Pandora Box,SHVC-A2SJ-JPN,1996-06-28,RPG
Super Nazo Puyo 2 - Lulu no Tetsuwan Hanjouki,す〜ぱ〜なぞぷよ通 ルルーの鉄腕繁盛記,コンパイル / Compile,SHVC-A8PJ-JPN,1996-06-28,Puzzle / Matching
Nintama Rantarou Puzzle: Ninjutsu Gakuen Puzzle no Maki,パズル忍たま乱太郎 〜忍術学園パズル大会の段〜,カルチャーブレーン / Culture Brain,SHVC-ANVJ-JPN,1996-06-28,Puzzle / Matching
Nishijin Pachinko Monogatari 2,西陣パチンコ物語2,"日本ソフトシステム, ケイエスエス / Nihon Soft System, KSS",SHVC-AN5J-JPN,1996-06-28,Gambling / Pachinko
Parlor! Mini 2 - Pachinko Jikki Simulation,パーラー！ミニ2 Parlor ! Mini 2 パチンコ実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AQCJ-JPN,1996-06-28,Gambling / Pachinko
SD Ultra Battle - Ultraman Densetsu,SDウルトラバトル ウルトラマン伝説,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0101-JPN,1996-06-28,Action
SD Ultra Battle - Seven Densetsu,SDウルトラバトル セブン伝説,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0102-JPN,1996-06-28,Action
Poi Poi Ninja World,ぽいぽい忍者ワールド,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0103-JPN,1996-06-28,Puzzle
Star Ocean,スターオーシャン,エニックス / トライエース / Enix / Tri-Ace / MEIMU,SHVC-ARFJ-JPN,1996-07-19,RPG
Umi no Nushi Tsuri,海のぬし釣り,パック・イン・ビデオ / Pack-in-Video,SHVC-A6UJ-JPN,1996-07-19,Sports / Fishing (釣り)
Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban,実況パワフルプロ野球'96開幕版,コナミ / ダイヤモンドヘッドプロダクション / Konami / Diamond Head Production,SHVC-A57J-JPN,1996-07-19,Sports / Baseball
Super Trump Collection 2,スーパートランプコレクション2,ボトムアップ / Bottom Up,SHVC-AQKJ-JPN,1996-07-19,Table Game / Cards
Gegege no Kitarou: Youkai Donjara,ゲゲゲの鬼太郎 妖怪ドンジャラ,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0106-JPN,1996-07-19,Table Game
Spriggan Powered,スプリガン・パワード,ナグザット / Naxat Soft,SHVC-AXJJ-JPN,1996-07-26,Shooter / Horizontal
Earth Light 2 - Luna Strike,アースライト ルナ・ストライク,ハドソン / Hudson,SHVC-AE5J-JPN,1996-07-26,Strategy
Energy Breaker,エナジーブレイカー,タイトー / ネバーランド / Taito / Neverland,SHVC-AZLJ-JPN,1996-07-26,RPG / Turn Based
Sim City Jr.,シムシティーJr.,イマジニア / マクシス / Imagineer / Maxis,SHVC-ALIJ-JPN,1996-07-26,Strategy / Management
Lennus 2 - Fuuin no Shito,レナスII —封印の使徒—,アスミック / Asmik,SHVC-ALNJ-JPN,1996-07-26,RPG / Turn Based
Table Game Daisyugo!! Shougi Mahjong Hanafuda,テーブルゲーム大集合！！ 将棋・麻雀・花札・トゥーサイド,バリエ / Varie,SHVC-AG8J-JPN,1996-07-26,Table Game / Shougi
SD Gundam Generation A - Ichinen Sensouki,SDガンダムジェネレーション 一年戦争記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0104-JPN,1996-07-26,Strategy
SD Gundam Generation B - Gryps Senki,SDガンダムジェネレーション グリプス戦記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0105-JPN,1996-07-26,Strategy
Daikaijuu Monogatari II,大貝獣物語II,ハドソン / バースデイ / Hudson / Birthday,SHVC-AE6J-JPN,1996-08-02,RPG
Super Power League 4,スーパーパワーリーグ4,ハドソン / Hudson,SHVC-AE7J-JPN,1996-08-09,Sports / Baseball
Nintama Rantarou Special,忍たま乱太郎すぺしゃる,カルチャーブレーン / Culture Brain,SHVC-ANXJ-JPN,1996-08-09,Adventure
Akazukin Cha Cha,赤ずきんチャチャ,トミー / Tomy,SHVC-ACJJ-JPN,1996-08-09,RPG
SD Gundam Generation C - Axis Senki,SDガンダムジェネレーション アクシズ戦記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0107-JPN,1996-08-23,Strategy
SD Gundam Generation D - Babylonia Kenkoku Senki,SDガンダムジェネレーション バビロニア建国戦記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0108-JPN,1996-08-23,Strategy
Gekisou Sentai Car Rangers,激走戦隊カーレンジャー 全開！レーサー戦士,バンダイ / ナツメ / Bandai / Natsume,SFT-0109-JPN,1996-08-23,Action
Furuta Atsuya no Simulation Pro Yakyuu 2,古田敦也のシミュレーションプロ野球2,ヘクト / Hector,SHVC-AY9J-JPN,1996-08-24,Sports / Baseball
Dai Senrya Ku Expert WWII - War in Europe,大戦略エキスパートWW II War In Europe,アスキー / システムソフト / ASCII / System Soft,SHVC-AEVJ-JPN,1996-08-30,Strategy
Hissatsu Pachinko Collection 4,必殺パチンココレクション4,サンソフト（サン電子） / Sunsoft (Sun Electronics),SHVC-AH4J-JPN,1996-08-30,Gambling / Pachinko
Numbers Paradise,ナンバーズパラダイス,"アクレイムジャパン / イスコ, デジタルウェア / Acclaim Japan / ISCO, Digital Weare",SHVC-AN7J-JPN,1996-08-30,Etc
Honke Sankyo Fever 3 - Jikki Simulation,本家Sankyo FEVER 3 実機シミュレーション,"ボスコミュニケーションズ / 三共, ティー・イー・エヌ / Boss Communications / Sankyo, T・E・N",SHVC-A37J-JPN,1996-08-31,Gambling / Pachinko
Jikkyou Power Pro Wrestling '96 - Max Voltage,実況パワープロレスリング'96 マックス ボルテージ,コナミ / Konami,SHVC-AJXJ-JPN,1996-09-13,Sports / Wrestling
Pebble Beach no Hatou Tournament Edition,ペブルビーチの波濤Ｎｅｗ～トーナメントエディション～,ティーアンドイーソフト / T&E Soft,SHVC-AONJ-JPN,1996-09-13,Sports / Golf
Wizardry Gaiden 4 - Throb of the Demon's Heart,ウィザードリィ・外伝IV 〜胎魔の鼓動〜,アスキー / アクセス / ASCII / Access,SHVC-AE4J-JPN,1996-09-20,RPG
Magical Drop 2,マジカルドロップ2,データイースト / Data East,SHVC-AOKJ-JPN,1996-09-20,Puzzle / Matching
Super Nichibutsu Mahjong 4 - Kiso Kenkyu Hen,スーパーニチブツマージャン4 基礎研究篇,日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-A4MJ-JPN,1996-09-27,Table Game / Mahjong
Monstania,モンスタニア,"パック・イン・ビデオ / アムカス, ビッツラボラトリー / Pack-in-Video / Amccus, Bits Laboratory",SHVC-AMKJ-JPN,1996-09-27,Action / RPG
Parlor! Mini 3 - Pachinko Jikki Simulation,パーラー！ミニ3 Parlor ! Mini 3 パチンコ実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AQVJ-JPN,1996-09-27,Gambling / Pachinko
SD Gundam Generation E - Zansukaaru Senki,SDガンダムジェネレーション ザンスカール戦記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0110-JPN,1996-09-27,Strategy
SD Gundam Generation - Colony Kakutouki,SDガンダムジェネレーション コロニー格闘記,バンダイ / トムクリエイト / Bandai / Tom Create,SFT-0111-JPN,1996-09-27,Strategy
Bishoujo Senshi Sailor Moon Sailor Stars: Fuwa Fuwa Panic 2,美少女戦士セーラームーン セーラースターズ 〜ふわふわパニック2,バンダイ / Bandai,SFT-0112-JPN,1996-09-27,Puzzle
Crayon Shin-chan: Nagagutsu Dobon!!,クレヨンしんちゃん 長ぐつどぼん！！,バンダイ / Bandai,SFT-0113-JPN,1996-09-27,Puzzle
Winning Post 2 - Program '96,ウイニングポスト2 プログラム'96,光栄 / Koei,SHVC-AW9J-JON,1996-10-04,Sports / Horse Racing (競馬)
Marvel Super Heroes - War of the Gems,マーヴル・スーパーヒーローズ ウォー オブ ザ ジェム,カプコン / Capcom,SHVC-AHZJ-JPN / SNS-AHZE-USA,1996-10-18,Action / Side Scrolling
Thoroughbred Breeder 3,サラブレッドブリーダーIII,ヘクト / hector,SHVC-AIWJ-JPN,1996-10-18,Sports / Horse Racing (競馬)
Tower Dream,タワードリーム,アスキー / ASCII,SHVC-AT9J-JPN,1996-10-25,Table Game
Marvelous - Mouhitotsu no Takarajima,マーヴェラス 〜もうひとつの宝島〜,任天堂 / Nintendo,SHVC-AVRJ-JPN,1996-10-26,Action / Adventure
Donkey Kong Country 3 - Dixie Kong's Double Trouble,スーパードンキーコング3 謎のクレミス島,任天堂 / レア / Nintendo / RARE,SHVC-A3CJ-JPN / SNS-A3CE-USA,1996-11-23,Action / Platformer
The Game of Life - Super Jinsei Game 3,スーパー人生ゲーム3,タカラ / Takara,SHVC-A3XJ-JPN,1996-11-29,Table Game
Nichibutsu Collection 1,"ニチブツコレクション1 攻略カジノバー, 祗園花",日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-AECJ-JPN,1996-11-29,Table Game / Cards
Parlor! Mini 4 - Pachinko Jikki Simulation,パーラー！ミニ4 Parlor ! Mini 4 パチンコ実機シミュレーションゲーム,日本テレネット / Telenet Japan / Irem / Kyoraku,SHVC-AQXJ-JPN,1996-11-29,Gambling / Pachinko
VS. Collection,VS. コレクション,ボトムアップ / Bottom Up,SHVC-AU3J-JPN,1996-11-29,Etc
Dragon Quest III - Soshite Densetsu he...,ドラゴンクエストIII そして伝説へ…,エニックス / ハートビート / Enix / Heartbeat,SHVC-AQ3J-JPN,1996-12-06,RPG / Turn Based
Momotarou Dentetsu Happy,桃太郎電鉄 ハッピー,ハドソン / Hudson,SHVC-AH8J-JPN,1996-12-06,Table Game
Sugoroku Ginga Senki,すごろく銀河戦記,ボトムアップ / Bottom Up,SHVC-AU5J-JPN,1996-12-19,Table Game
Street Fighter Zero 2,ストリートファイターZERO2,カプコン / Capcom / Nintendo,SHVC-AUZJ-JPN / SNS-AUZE-USA,1996-12-20,Fighting
Donald no Maui Mallard,ドナルドダックのマウイマラード,"カプコン / ディズニーインタラクティブ / Capcom / Disney Interactive, Eurocom",SHVC-AZBJ-JPN / SNS-AZBE-USA,1996-12-20,Action / Platformer
Bomberman B-Daman,ボンバーマン ビーダマン,ハドソン / Hudson,SHVC-AH9J-JPN,1996-12-20,Puzzle / Bomberman
Mini Shiku Shining Scorpion - Ready & Go!!,ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定版,アスキー / ASCII,SHVC-A4WJ-JPN,1996-12-20,Sports / Racing (競馬)
G.O.D - Mezameyo to Yobu Koe ga Kikoe,G・O・D 目覚めよと呼ぶ声が聴こえ ジー・オー・ディー,"イマジニア / インフィニティー, ダイス / Imagineer / Infinity, Dice",SHVC-AGDJ-JPN,1996-12-20,RPG
Cu-On-Pa,クオンパ,ティーアンドイーソフト / T&E Soft / Onesong,SHVC-AC6J-JPN,1996-12-20,Puzzle
Nishijin Pachinko Monogatari 3,西陣パチンコ3,日本ソフトシステム / ケイエスエス / Nihon Soft System / KSS,SHVC-AI3J-JPN,1996-12-20,Gambling / Pachinko
Pinocchio,ピノキオ,"カプコン / ディズニーインタラクティブ, ヴァージンインタラクティブ エンターテインメント / Capcom / Virgin Interactive Entertainment",SHVC-ACGJ-JPN / SNS-ACGE-USA,1996-12-20 / 1996-01-01,Action / Side Scrolling
The Mask,マスク,ヴァージンインタラクティブ エンターテインメント / Virgin Interactive Entertainment / THQ,SHVC-AV9J-JPN / SNS-AMGE-USA,1996-12-27 / 1995-01-01,Action / Side Scrolling
Dragon Knight 4,ドラゴンナイトIV,バンプレスト / バンプレ企画 / エルフ / Banpresto / Elf,SHVC-A87J-JPN,1996-12-27,Strategy
Nichibutsu Collection 2,ニチブツコレクション2 麻雀繁盛記 五目・将棋—定跡研究篇—,日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-A2BJ-JPN,1996-12-27,Table Game
Arkanoid - Doh It Again,アルカノイド,タイトー / Taito,SHVC-A6 / SNS-A6,1997-01-15 / 1997-11-01,Arcade / Retro
Bushi Seiryuuden - Futari no Yuusha,Bushi 青龍伝 〜二人の勇者〜,ティーアンドイーソフト / ゲームフリーク / T&E Soft / Game Freak,SHVC-AYUJ-JPN,1997-01-17,Action / RPG
